,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Hyundai SANTA FE ,2.2 CRDI155 PK EXEC BA 7PL 4X4 ATTELAGE,,Prix correct,165 800 km,Boîte automatique,06/2008,Diesel,116 kW (158 CH),,
1,Hyundai SANTA FE ,Santa Fé 2.2 CRDi 197 cv 4x4 Creative garantie 12,,Bon prix,157 000 km,Boîte manuelle,05/2015,Diesel,145 kW (197 CH),,
2,Hyundai SANTA FE ,1.6 T-GDI 230ch Hybrid Intuitive BVA6,"€ 36 998,-",Bon prix,38 634 km,Boîte automatique,02/2022,Autres,134 kW (182 CH),,
3,Hyundai SANTA FE ,2.2 CRDi 197 Pack Sensation 7pl,"€ 10 990,-",Très bon prix,179 730 km,Boîte manuelle,06/2013,Diesel,145 kW (197 CH),,
4,Hyundai SANTA FE ,III 2.2 CRDi 200 AWD Executive,,Prix correct,89 316 km,Boîte automatique,01/2016,Diesel,147 kW (200 CH),,
5,Hyundai SANTA FE ,2.0 CRDI 185ch Executive HTRAC BVA,"€ 27 999,-",Pas d'information,102 589 km,Boîte automatique,09/2019,Diesel,- kW (- CH),,
6,Hyundai SANTA FE ,Fé 2.2 CRDi 197 4WD Pack Premium 7pl A,"€ 9 000,-",Bon prix,194 000 km,Boîte automatique,06/2011,Diesel,145 kW (197 CH),,
7,Hyundai SANTA FE ,Santa Fe 2.2 CRDi DPF Premium 4WD Navi/Autom./LED,"€ 35 990,-",Bon prix,19 196 km,Boîte automatique,09/2020,Diesel,147 kW (200 CH),,
8,Hyundai SANTA FE ,1.6 T-GDi Hybrid 230 BVA6 Executive - Première mai,"€ 38 890,-",Très bon prix,28 417 km,Boîte automatique,07/2022,Électrique/Essence,132 kW (179 CH),,
9,Hyundai SANTA FE ,2.2 CRDi 4WD GLS,"€ 4 000,-",Très bon prix,248 505 km,Boîte manuelle,06/2007,Diesel,110 kW (150 CH),,
10,Hyundai SANTA FE ,1.6 T-GDI 265ch Plug-In Executive BVA6 HTRAC,"€ 55 490,-",Pas d'information,2 000 km,Boîte automatique,12/2023,Autres,134 kW (182 CH),,
11,Hyundai SANTA FE ,Fé 2.2 CRDi 197 4WD Pack Premium Limited 7pl A,"€ 15 900,-",Pas d'information,173 000 km,Boîte automatique,10/2014,Diesel,145 kW (197 CH),,
12,Hyundai SANTA FE ,2.2 CRDI 5 Places 200ch BVA8,"€ 35 000,-",Prix correct,47 000 km,Boîte automatique,11/2021,Diesel,147 kW (200 CH),,
13,Hyundai SANTA FE ,2.2 CRDi 197 4x4 7 PL. Pack Premium Limited,"€ 13 490,-",Prix correct,132 500 km,Boîte manuelle,10/2012,Diesel,145 kW (197 CH),,
14,Hyundai SANTA FE ,1.6 T-GDI 230ch Hybrid Executive BVA6,"€ 50 490,-",Bon prix,6 500 km,Boîte automatique,10/2023,Autres,134 kW (182 CH),,
15,Hyundai SANTA FE ,1.6 T-GDI 265ch Plug-In Executive BVA6 HTRAC,"€ 52 990,-",Prix correct,6 000 km,Boîte automatique,12/2023,Autres,134 kW (182 CH),,
16,Hyundai SANTA FE ,CRDI,"€ 5 490,-",Bon prix,183 425 km,Boîte manuelle,12/2007,Diesel,114 kW (155 CH),,
17,Hyundai SANTA FE ,Fé 2.0 CRDi 125 4WD Pack Style Sièges Cuir A,"€ 4 800,-",Pas d'information,183 500 km,Boîte manuelle,02/2006,Diesel,91 kW (124 CH),,
18,Hyundai SANTA FE ,1.6 T-GDI 265ch Plug-In Business BVA6 HTRAC,"€ 39 799,-",Pas d'information,52 134 km,Boîte automatique,12/2021,Électrique/Essence,- kW (- CH),,
19,Hyundai SANTA FE ,1.6 T-GDI 265ch Plug-In Executive BVA6 HTRAC,"€ 40 999,-",Bon prix,66 500 km,Boîte automatique,06/2022,Autres,134 kW (182 CH),,
20,Hyundai SANTA FE ,2.2 CRDI COMFORT 4WD 155cv 4X4 5P BVM,"€ 12 700,-",Pas d'information,152 412 km,Boîte manuelle,03/2008,Diesel,114 kW (155 CH),,
21,Hyundai SANTA FE ,creative 2.l crdi 200 ch 4wd,"€ 31 990,-",Pas d'information,10 km,Boîte manuelle,12/2017,Diesel,- kW (- CH),,
22,Hyundai SANTA FE ,Santa Fé 2.2 CRDi 200 4WD BVA,"€ 20 990,-",Prix correct,102 736 km,Boîte automatique,02/2016,Diesel,147 kW (200 CH),,
23,Hyundai SANTA FE ,Santa Fe 1.6 T-GDI Prime Hybrid 4WD Seven Autom.,"€ 47 990,-",Prix correct,27 132 km,Boîte automatique,08/2022,Électrique/Essence,132 kW (179 CH),,
24,Hyundai SANTA FE ,1.6 T-GDI 265ch Plug-In Executive BVA6 HTRAC,"€ 40 998,-",Pas d'information,55 500 km,Boîte automatique,04/2021,Autres,134 kW (182 CH),,
25,Hyundai SANTA FE ,Santa Fé T-GDi Plug-in 265 HTRAC Executive 7Places,"€ 45 900,-",Pas d'information,39 761 km,Boîte automatique,08/2021,Électrique/Essence,132 kW (179 CH),,
26,Hyundai SANTA FE ,FE 1.6 T-GDi Hybrid 230 BVA6 Creative 5P,"€ 48 990,-",Pas d'information,5 850 km,Boîte automatique,04/2023,Électrique/Essence,- kW (- CH),,
