,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Skoda Fabia ,1.4 TDI 70 Classic,"€ 3 990,-",Pas d'information,157 000 km,Boîte manuelle,11/2007,Diesel,51 kW (69 CH),,
1,Skoda Fabia ,1.2 TSI 105CH MONTE-CARLO 2 DSG,"€ 5 990,-",Bon prix,187 732 km,Boîte automatique,10/2013,Essence,78 kW (106 CH),,
2,Skoda Fabia ,1.0 MPI 80 Selection LED radar VirC,"€ 15 316,-",Très bon prix,10 km,Boîte manuelle,04/2024,Essence,59 kW (80 CH),,
3,Skoda Fabia ,1.0 TSI 110 ch DSG7 Monte-Carlo,,Bon prix,19 000 km,Boîte automatique,04/2023,Essence,81 kW (110 CH),,
4,Skoda Fabia ,1.0 TSI 110 ch DSG7 Style,"€ 11 490,-",Prix correct,122 300 km,Boîte automatique,01/2018,Essence,81 kW (110 CH),,
5,Skoda Fabia ,1.4 TSI RS DSG,"€ 12 490,-",Pas d'information,94 900 km,- Boîte,11/2011,Essence,134 kW (182 CH),,
6,Skoda Fabia ,1.5 TSI 150 DSG Selection LED VirtC,"€ 22 879,-",Bon prix,10 km,Boîte automatique,03/2024,Essence,110 kW (150 CH),,
7,Skoda Fabia ,1.0 TSI 95 Style SmLi Radars 16p,"€ 15 188,-",Bon prix,17 995 km,Boîte manuelle,02/2021,Essence,70 kW (95 CH),,
8,Skoda Fabia ,1.0 TSI 95CH CLEVER,"€ 12 890,-",Bon prix,49 900 km,Boîte manuelle,05/2019,Essence,71 kW (97 CH),,
9,Skoda Fabia ,1.9 TDI - 100 Pack Clim,"€ 3 890,-",Pas d'information,193 350 km,Boîte manuelle,07/2007,Diesel,74 kW (101 CH),,
10,Skoda Fabia ,1.6 TDI 75 CR Elegance 2,"€ 6 650,-",Pas d'information,140 200 km,Boîte manuelle,01/2012,Diesel,55 kW (75 CH),,
11,Skoda Fabia ,1.4 CR TDi Euro6 - Airco,"€ 5 499,-",Bon prix,176 234 km,Boîte manuelle,08/2015,Diesel,66 kW (90 CH),,
12,Skoda Fabia ,1.0i EURO6d/FACELIFT/CLIMA/ETAT NEUF/1PROP CARNET,"€ 7 750,-",Prix correct,143 077 km,Boîte manuelle,12/2019,Essence,44 kW (60 CH),,
13,Skoda Fabia ,1.2 CR TDi - EURO 5 - AIRCO - CT OK,"€ 3 450,-",Bon prix,163 059 km,Boîte manuelle,12/2011,Diesel,55 kW (75 CH),,
14,Skoda Fabia ,1.0 TSI 95ch Monte Carlo DSG7 Euro6d-AP,"€ 16 900,-",Pas d'information,41 581 km,- Boîte,09/2021,Essence,71 kW (97 CH),,
15,Skoda Fabia ,,,Bon prix,67 253 km,Boîte manuelle,03/2017,Essence,77 kW (105 CH),,
16,Skoda Fabia ,III 1.0 TSI 95 Monte-Carlo,"€ 13 290,-",Pas d'information,56 406 km,Boîte manuelle,04/2018,Essence,70 kW (95 CH),,
17,Skoda Fabia ,1.6 TDI 75 CR Active,"€ 4 990,-",Très bon prix,109 089 km,Boîte manuelle,12/2011,Diesel,55 kW (75 CH),,
18,Skoda Fabia ,1.5 TSI Evo2 150ch Selection DSG7,"€ 23 500,-",Pas d'information,50 km,- Boîte,02/2024,Essence,112 kW (152 CH),,
19,Skoda Fabia ,Fabia 1.0 TSI 95 ch BVM5 Ambition,"€ 16 890,-",Très bon prix,6 090 km,Boîte manuelle,05/2022,Essence,70 kW (95 CH),,
20,Skoda Fabia ,1.2 TDI 75 CR FAP GreenLine,"€ 3 200,-",Très bon prix,137 835 km,Boîte manuelle,01/2011,Diesel,55 kW (75 CH),,
21,Skoda Fabia ,1.2 TSI 90CH AMBITION GREENTEC,"€ 8 990,-",Prix correct,103 004 km,Boîte manuelle,06/2015,Essence,67 kW (91 CH),,
22,Skoda Fabia ,Fabia 1.2 TSi 86cv,"€ 7 470,-",Pas d'information,122 000 km,Boîte manuelle,01/2014,Essence,63 kW (86 CH),,
23,Skoda Fabia ,1.2 CR TDi BREAK/FACELIFT/EURO5/1PROP CARNET,"€ 3 750,-",Bon prix,143 457 km,Boîte manuelle,05/2011,Diesel,55 kW (75 CH),,
24,Skoda Fabia ,1.0 TSI 95 ch Drive 125 ans,"€ 13 490,-",Prix correct,71 570 km,Boîte manuelle,01/2021,Essence,70 kW (95 CH),,
25,Skoda Fabia ,1.2 TSI Ambiente DSG*GARANTIE 1AN*CARPASS*,"€ 6 950,-",Pas d'information,150 200 km,Boîte automatique,10/2010,Essence,77 kW (105 CH),,
26,Skoda Fabia ,1.2 CR TDi/PACKSPORT/EURO5/ETAT SHOW-ROOM/CARNET,"€ 2 750,-",Prix correct,239 799 km,Boîte manuelle,09/2010,Diesel,55 kW (75 CH),,
27,Skoda Fabia ,1.0 MPI 65ch Active,"€ 15 400,-",Très bon prix,1 043 km,Boîte manuelle,04/2023,Essence,49 kW (67 CH),,
28,Skoda Fabia ,1.0 TSI 110 ch DSG7 Ambition,"€ 19 990,-",Très bon prix,12 000 km,Boîte automatique,06/2023,Essence,81 kW (110 CH),,
29,Skoda Fabia ,1.0i Ambition *AIRCO*JANTES*,"€ 7 990,-",Bon prix,93 167 km,Boîte manuelle,11/2016,Essence,55 kW (75 CH),,
30,Skoda Fabia ,1.2 12V 60 Active 2,"€ 5 900,-",Pas d'information,83 500 km,Boîte manuelle,06/2012,Essence,44 kW (60 CH),,
