,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Peugeot 205 ,1.9i GTi,"€ 18 900,-",Pas d'information,225 440 km,Boîte manuelle,12/1990,Essence,95 kW (129 CH),,
1,Peugeot 205 ,1.1 GR,"€ 980,-",Pas d'information,250 000 km,- Boîte,06/1990,Essence,- kW (- CH),,
2,Peugeot 205 ,1.8 (9pl),"€ 600,-",Pas d'information,178 300 km,Boîte manuelle,03/1992,Essence,50 kW (68 CH),,
3,Peugeot 205 ,GTI Phase 2 1.9 i 130 CH,"€ 21 990,-",Pas d'information,305 000 km,Boîte manuelle,12/1987,Essence,97 kW (132 CH),,
4,Peugeot 205 ,1.4 XS,"€ 15 000,-",Pas d'information,86 000 km,Boîte manuelle,10/1988,Essence,63 kW (86 CH),,
5,Peugeot 205 ,1.3i Rallye,"€ 30 000,-",Pas d'information,88 000 km,Boîte manuelle,05/1990,Essence,75 kW (102 CH),,
6,Peugeot 205 ,1.8 Tbo D Sacré Numéro,"€ 3 900,-",Pas d'information,325 000 km,Boîte manuelle,03/1996,Diesel,57 kW (77 CH),,
7,Peugeot 205 ,1.7 D GLD,"€ 1 500,-",Pas d'information,280 000 km,Boîte manuelle,10/1991,Diesel,44 kW (60 CH),,
8,Peugeot 205 ,CABRIOLET 1.4,"€ 5 000,-",Pas d'information,158 000 km,Boîte manuelle,06/1986,Essence,56 kW (76 CH),,
9,Peugeot 205 ,1.9i 103 CV Rallye,"€ 28 990,-",Pas d'information,104 000 km,Boîte manuelle,07/1990,Essence,75 kW (102 CH),,
10,Peugeot 205 ,Cabriolet 1.4 CT,"€ 3 200,-",Pas d'information,145 000 km,Boîte manuelle,07/1987,Essence,62 kW (84 CH),,
11,Peugeot 205 ,1.3i Rallye,"€ 22 000,-",Pas d'information,99 880 km,Boîte manuelle,01/1991,Essence,75 kW (102 CH),,
12,Peugeot 205 ,GTI 1.6L 115CH (RESTAURATION COMPLETE),"€ 22 900,-",Pas d'information,235 000 km,Boîte manuelle,01/1989,Essence,85 kW (116 CH),,
13,Peugeot 205 ,1.1I GR,"€ 1 200,-",Pas d'information,192 365 km,Boîte manuelle,03/1990,Essence,- kW (- CH),,
14,Peugeot 205 ,1.6 A,"€ 4 500,-",Pas d'information,83 500 km,Boîte automatique,06/1995,Essence,65 kW (88 CH),,
15,Peugeot 205 ,1.6 THP 205CH GT S\u0026S 5P,"€ 17 990,-",Pas d'information,81 024 km,Boîte manuelle,06/2017,Essence,153 kW (208 CH),,
16,Peugeot 205 ,GTI 1.9,"€ 24 900,-",Pas d'information,244 000 km,Boîte manuelle,09/1992,Essence,- kW (- CH),,
17,Peugeot 205 ,GTI 1.6 105,,Pas d'information,249 417 km,Boîte manuelle,08/1985,Essence,- kW (- CH),,
18,Peugeot 205 ,1.6 THP 205ch S/S GT,"€ 17 999,-",Pas d'information,73 978 km,Boîte manuelle,06/2018,Essence,153 kW (208 CH),,
19,Peugeot 205 ,"1,6 CTI 115CV","€ 15 790,-",Pas d'information,160 544 km,Boîte manuelle,07/1987,Essence,86 kW (117 CH),,
20,Peugeot 205 ,1.6 GTi,"€ 23 500,-",Pas d'information,108 500 km,Boîte manuelle,06/1986,Essence,85 kW (116 CH),,
21,Peugeot 205 ,1.0 Junior,"€ 1 000,-",Pas d'information,90 500 km,Boîte manuelle,07/1986,Essence,33 kW (45 CH),,
