,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Tesla Model X ,75D ELECTRIC 525 75KWH 4WD DUAL-MOTOR BVA ATTELAGE,"€ 45 990,-",Pas d'information,60 000 km,Boîte automatique,10/2018,Electrique,387 kW (526 CH),,
1,Tesla Model X ,P100D Ludicrous - 6 PL - Enhanced Autopilot - T...,"€ 57 990,-",Bon prix,79 988 km,Boîte automatique,09/2017,Electrique,568 kW (772 CH),,
2,Tesla Model X ,100D,"€ 49 990,-",Pas d'information,80 836 km,Boîte automatique,12/2018,Electrique,158 kW (215 CH),,
3,Tesla Model X ,90D Dual Motor,"€ 38 000,-",Très bon prix,94 100 km,Boîte automatique,05/2017,Electrique,311 kW (423 CH),,
4,Tesla Model X ,P100D KWH DUAL MOTOR 6PL,"€ 89 900,-",Pas d'information,2 685 km,Boîte automatique,06/2018,Electrique,350 kW (476 CH),,
5,Tesla Model X ,Plaid 1020 cv,"€ 99 500,-",Très bon prix,15 500 km,Boîte automatique,04/2023,Electrique,750 kW (1 020 CH),,
6,Tesla Model X ,MODEL X 100 kWh All-Wheel Drive,,Pas d'information,70 232 km,Boîte automatique,04/2019,Electrique,510 kW (693 CH),,
7,Tesla Model X ,MODEL X 100 kWh All-Wheel Drive,"€ 58 990,-",Bon prix,97 948 km,Boîte automatique,07/2018,Electrique,510 kW (693 CH),,
8,Tesla Model X ,100 D *** 6 SEATS / ENHANCED AUTOPILOT ***,"€ 49 950,-",Bon prix,117 000 km,Boîte automatique,04/2019,Electrique,310 kW (421 CH),,
9,Tesla Model X ,Raven 100D dual motor long range,"€ 59 950,-",Bon prix,84 000 km,Boîte automatique,06/2020,Electrique,413 kW (562 CH),,
10,Tesla Model X ,PERFORMANCE LUDICROUS AWD,"€ 78 900,-",Prix correct,15 500 km,Boîte automatique,01/2020,Electrique,446 kW (606 CH),,
11,Tesla Model X ,90 D -6PL - Topstaat 1Ste Eig,"€ 43 990,-",Bon prix,142 800 km,Boîte automatique,07/2017,Electrique,386 kW (525 CH),,
12,Tesla Model X ,100D DualMotor/6 SEATS,"€ 39 950,-",Très bon prix,153 617 km,Boîte automatique,09/2017,Electrique,386 kW (525 CH),,
13,Tesla Model X ,100 kWh All-Wheel Drive,"€ 55 900,-",Bon prix,92 600 km,Boîte automatique,01/2019,Electrique,510 kW (693 CH),,
14,Tesla Model X ,Long Range Dual Motor AWD,"€ 61 900,-",Pas d'information,66 500 km,Boîte automatique,01/2020,Electrique,202 kW (275 CH),,
15,Tesla Model X ,Model X PLAID AWD tva apparente loa possible,"€ 119 980,-",Prix correct,3 000 km,Boîte automatique,08/2023,Electrique,750 kW (1 020 CH),,
16,Tesla Model X ,100D - Dual Motor,"€ 66 900,-",Prix correct,67 700 km,Boîte automatique,11/2018,Electrique,510 kW (693 CH),,
17,Tesla Model X ,P90D Dual Motor Performance,"€ 59 990,-",Pas d'information,65 000 km,Boîte automatique,06/2017,- Carburant,- kW (- CH),,
18,Tesla Model X ,Dual Motor 100kWh 670 - Full autopilot - Yoke - 6,"€ 89 800,-",Pas d'information,25 500 km,Boîte automatique,04/2023,Electrique,493 kW (670 CH),,
19,Tesla Model X ,100D Dual Motor,"€ 48 500,-",Prix correct,51 804 km,Boîte automatique,12/2017,Electrique,386 kW (525 CH),,
20,,,,,,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
32,,,,,,,,,,,
33,,,,,,,,,,,
34,,,,,,,,,,,
35,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
38,,,,,,,,,,,
39,,,,,,,,,,,
40,Tesla Model X ,90D DUAL MOTOR,"€ 55 000,-",Pas d'information,242 162 km,Boîte automatique,03/2017,Electrique,315 kW (428 CH),,
