,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Opel GT ,2.0 - 264 Turbo Ecotec,"€ 17 990,-",Pas d'information,72 000 km,Boîte manuelle,10/2009,Essence,194 kW (264 CH),,
1,Opel GT ,2.0i met slechts 23.884km,,Pas d'information,23 884 km,Boîte manuelle,04/2008,Essence,194 kW (264 CH),,
2,Opel GT ,2.0 Turbo // First Owner // AC // 264PK,"€ 21 900,-",Pas d'information,51 883 km,Boîte manuelle,12/2010,Essence,194 kW (264 CH),,
3,Opel GT ,,"€ 19 900,-",Pas d'information,45 000 km,Boîte manuelle,07/2007,Essence,194 kW (264 CH),,
4,Opel GT ,Cabrio 2.0 Benzine - Airco - Topstaat,"€ 18 990,-",Pas d'information,65 068 km,Boîte manuelle,03/2007,Essence,194 kW (264 CH),,
5,Opel GT ,2.0 - 264 Turbo Ecotec,"€ 16 000,-",Pas d'information,135 000 km,Boîte manuelle,07/2007,Essence,194 kW (264 CH),,
