,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Mercedes-Benz S 350 ,350 BLUETEC EXECUTIVE 4MATIC 7G-TRONIC PLUS,"€ 28 900,-",Bon prix,128 571 km,Boîte automatique,12/2014,Diesel,188 kW (256 CH),,
1,Mercedes-Benz S 63 AMG ,4.0 V8 Biturbo Brabus B800 800 ch,"€ 194 990,-",Pas d'information,33 000 km,Boîte automatique,06/2020,Essence,588 kW (799 CH),,
2,Mercedes-Benz S 500 ,Classe PLUG-IN Hybrid L Executive A,"€ 41 900,-",Prix correct,149 000 km,Boîte automatique,11/2015,Électrique/Essence,245 kW (333 CH),,
3,Mercedes-Benz S 600 ,MERCEDES S600L V12 MAYBACH 4 PLACES (Série 222),"€ 108 500,-",Pas d'information,73 800 km,Boîte automatique,07/2015,Essence,390 kW (530 CH),,
4,Mercedes-Benz S 55 AMG ,W220 Limousine/Long,"€ 19 900,-",Pas d'information,90 907 km,Boîte automatique,12/2003,Essence,265 kW (360 CH),,
5,Mercedes-Benz S 350 ,III (W221) 350 BlueTEC,"€ 29 990,-",Pas d'information,177 000 km,Boîte automatique,11/2013,Diesel,190 kW (258 CH),,
6,Mercedes-Benz S 500 ,500 4 MATIC 7GTRO,"€ 25 990,-",Prix correct,75 667 km,Boîte automatique,08/2007,Essence,286 kW (389 CH),,
7,Mercedes-Benz S 450 ,Classe Coupé 9G-Tronic 4Matic AMG line,"€ 65 990,-",Pas d'information,55 000 km,Boîte automatique,11/2018,Essence,270 kW (367 CH),,
8,Mercedes-Benz S 320 ,(W220) 320 BA ESSENCE CUIR TOIT OUVRANT,"€ 5 490,-",Pas d'information,165 848 km,Boîte automatique,02/2000,Essence,167 kW (227 CH),,
9,Mercedes-Benz S 500 ,Classe L Executive 4-Matic A,"€ 49 900,-",Très bon prix,41 000 km,Boîte automatique,03/2014,Essence,335 kW (455 CH),,
10,Mercedes-Benz S 600 ,Mercedes Benz Classe S600 V12 W221,"€ 16 990,-",Pas d'information,161 000 km,Boîte automatique,06/2006,Essence,381 kW (518 CH),,
11,Mercedes-Benz S 350 ,origine🇫🇷 carnet 100% Mercedes Garantie 12 m,"€ 31 490,-",Prix correct,112 795 km,Boîte automatique,12/2013,Diesel,190 kW (258 CH),,
12,Mercedes-Benz S 560 ,E L Hybride AMG 476 ch - 4 places,"€ 88 990,-",Pas d'information,57 790 km,Boîte automatique,08/2019,Électrique/Essence,350 kW (476 CH),,
13,Mercedes-Benz S 400 ,Mercedes LIMOUSINE 2.9 400 D 340 PREMIUM PLUS 4MAT,"€ 65 990,-",Pas d'information,84 990 km,Boîte automatique,02/2019,Diesel,251 kW (341 CH),,
14,Mercedes-Benz S 350 ,III (W221) 350 BlueTEC,"€ 29 990,-",Pas d'information,177 000 km,Boîte automatique,11/2013,Diesel,190 kW (258 CH),,
15,Mercedes-Benz S 63 AMG ,CLASSE COUPE (10/2017) Speedshift MCT 4Matic+,"€ 144 900,-",Prix correct,12 900 km,Boîte automatique,06/2019,Essence,450 kW (612 CH),,
16,Mercedes-Benz S 63 AMG ,Coupé 63 S - BVA Speedshift MCT - BM 205 AMG - BVA,"€ 99 990,-",Pas d'information,28 099 km,- Boîte,01/2021,Essence,376 kW (511 CH),,
17,Mercedes-Benz S 400 ,400 HYBRID L 1ER MAIN TVA ETHANOL,"€ 45 000,-",Pas d'information,55 000 km,Semi-automatique,06/2011,Électrique/Essence,223 kW (303 CH),,
18,Mercedes-Benz S 65 AMG ,"Cabriolet facelift - 8 400 kms, full options","€ 340 000,-",Pas d'information,8 400 km,Boîte automatique,09/2019,Essence,463 kW (630 CH),,
19,Mercedes-Benz S 63 AMG ,63 AMG 63 AMG 6.3,"€ 29 990,-",Très bon prix,143 630 km,Boîte automatique,12/2007,Essence,387 kW (526 CH),,
20,Mercedes-Benz S 63 AMG ,COUPE (04/2014-10/2017) Classe Coupé A,"€ 70 000,-",Prix correct,140 500 km,Boîte automatique,10/2014,Essence,430 kW (585 CH),,
21,Mercedes-Benz S 63 AMG ,Mercedes coupe 63 amg speedshift fct,"€ 69 990,-",Très bon prix,73 000 km,Boîte automatique,05/2016,Essence,431 kW (586 CH),,
22,Mercedes-Benz S 500 ,500 SEL,"€ 23 000,-",Pas d'information,217 000 km,Boîte automatique,09/1981,Essence,25 kW (34 CH),,
23,Mercedes-Benz S 350 ,classe s 350D Executive,"€ 25 990,-",Prix correct,183 000 km,Boîte automatique,11/2013,Diesel,190 kW (258 CH),,
24,Mercedes-Benz S 500 ,S500 A,"€ 3 500,-",Pas d'information,201 300 km,Boîte automatique,08/1999,Essence,225 kW (306 CH),,
25,Mercedes-Benz S 320 ,320 cdi,"€ 16 900,-",Pas d'information,109 232 km,Boîte automatique,03/2009,Diesel,173 kW (235 CH),,
26,Mercedes-Benz S 320 ,Classe CDI,"€ 6 800,-",Pas d'information,384 336 km,Boîte automatique,03/2006,Diesel,173 kW (235 CH),,
27,Mercedes-Benz S 600 ,Classe L,"€ 79 900,-",Pas d'information,140 000 km,Boîte automatique,11/2014,Essence,390 kW (530 CH),,
28,Mercedes-Benz S 300 ,S300 Tbo D Prestige,"€ 6 800,-",Pas d'information,210 000 km,Boîte automatique,08/1998,Diesel,130 kW (177 CH),,
29,Mercedes-Benz S 400 ,L LONG LWB 4-Matic / DVD / TV MULTIMEDIA,,Pas d'information,74 000 km,Boîte automatique,02/2016,Essence,245 kW (333 CH),,
30,Mercedes-Benz S 500 ,4Matic L Long Lorinser V8 GPL,"€ 20 450,-",Pas d'information,275 000 km,Boîte automatique,05/2010,Essence,285 kW (387 CH),,
31,Mercedes-Benz S 350 ,350 BLUETEC L,"€ 19 990,-",Pas d'information,113 000 km,Semi-automatique,12/2011,Diesel,193 kW (262 CH),,
