,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Renault Modus ,1.2 16v 75 eco2 Dynamique,"€ 2 600,-",Bon prix,166 000 km,Boîte manuelle,03/2008,Essence,55 kW (75 CH),,
1,Renault Modus ,1.5 dCi 105 eco2 Dynamique,"€ 7 790,-",Pas d'information,71 800 km,Boîte manuelle,10/2008,Diesel,77 kW (105 CH),,
2,Renault Modus ,,"€ 5 500,-",Pas d'information,99 000 km,Boîte manuelle,11/2011,Essence,- kW (- CH),,
3,Renault Modus ,1.6 110 BVA Privilège - Automatique,"€ 5 050,-",Bon prix,125 833 km,Boîte automatique,10/2010,Essence,82 kW (111 CH),,
4,Renault Modus ,1.5 dCi 80 Confort Dynamique,"€ 2 900,-",Prix correct,169 000 km,Boîte manuelle,07/2005,Diesel,59 kW (80 CH),,
5,Renault Modus ,1.5 DCI80 INITIALE,"€ 5 900,-",Prix correct,78 480 km,Boîte manuelle,06/2005,Diesel,60 kW (82 CH),,
6,Renault Modus ,1.5 dci 70 expression,"€ 5 590,-",Pas d'information,101 523 km,Boîte manuelle,01/2008,Diesel,- kW (- CH),,
7,Renault Modus ,1.2 i 75 cv,"€ 4 990,-",Bon prix,66 850 km,Boîte manuelle,04/2008,Essence,56 kW (76 CH),,
8,Renault Modus ,1.5 dCi Expression FAP,"€ 6 900,-",Prix correct,83 500 km,Boîte manuelle,01/2010,Diesel,63 kW (86 CH),,
9,Renault Modus ,1.4 16v 100 Alyum²,"€ 3 000,-",Très bon prix,140 000 km,Boîte manuelle,01/2007,Essence,72 kW (98 CH),,
10,Renault Modus ,1.5 dci 85 Alyum 1ère Main,"€ 3 950,-",Prix correct,164 970 km,Boîte manuelle,08/2007,Diesel,63 kW (86 CH),,
11,Renault Modus ,1.5 dci 80 cv confort dymanique,"€ 3 990,-",Pas d'information,138 000 km,Boîte manuelle,04/2005,Diesel,- kW (- CH),,
12,Renault Modus ,1.5 dCi,"€ 2 490,-",Bon prix,253 641 km,Boîte manuelle,11/2006,Diesel,50 kW (68 CH),,
13,Renault Modus ,Grand 1.5 dCi eco2 106 cv 1ère main,"€ 4 990,-",Bon prix,136 700 km,Boîte manuelle,03/2008,Diesel,79 kW (107 CH),,
14,Renault Modus ,1.5 DCI 65CH PACK EXPRESSION,,Prix correct,110 292 km,Boîte manuelle,12/2004,Diesel,49 kW (67 CH),,
15,Renault Modus ,1.5 dCi 105 Privilège 5,"€ 3 490,-",Prix correct,181 202 km,Boîte manuelle,09/2006,Diesel,77 kW (105 CH),,
16,Renault Modus ,1.2 tce eco2 101 cv,"€ 4 490,-",Pas d'information,143 000 km,Boîte manuelle,11/2008,Essence,- kW (- CH),,
17,Renault Modus ,1.2 16v 75 eco2 Alizé,"€ 2 400,-",Bon prix,190 085 km,Boîte manuelle,09/2007,Essence,55 kW (75 CH),,
18,Renault Modus ,1.6 16V Confort Pack Clim Dynamique,"€ 6 500,-",Prix correct,69 000 km,Boîte automatique,06/2006,Essence,83 kW (113 CH),,
19,Renault Modus ,1.5 dci 80 luxe privilege,"€ 4 590,-",Pas d'information,162 000 km,Boîte manuelle,06/2005,Diesel,- kW (- CH),,
20,Renault Modus ,1.5 dCi 80 Ch,"€ 3 790,-",Pas d'information,165 000 km,Boîte manuelle,01/2005,Diesel,59 kW (80 CH),,
21,Renault Modus ,1.5 dCi 90ch Dynamique eco²,"€ 2 990,-",Bon prix,206 900 km,Boîte manuelle,03/2011,Diesel,67 kW (91 CH),,
22,Renault Modus ,1.5 dCi 70 Confort Clim Dynamique,"€ 3 100,-",Prix correct,231 000 km,Boîte manuelle,03/2006,Diesel,52 kW (71 CH),,
23,Renault Modus ,1.2 16V Confort Expression,"€ 1 700,-",Très bon prix,211 000 km,Boîte manuelle,11/2005,Essence,55 kW (75 CH),,
24,Renault Modus ,1.5 DCI - 8V TURBO,"€ 2 490,-",Prix correct,214 009 km,Boîte manuelle,12/2004,Diesel,49 kW (67 CH),,
25,Renault Modus ,1.5 dCi ESP FAP Dynamique,"€ 3 400,-",Prix correct,184 000 km,Boîte manuelle,06/2008,Diesel,76 kW (103 CH),,
26,Renault Modus ,1.6 16V 110CH DYNAMIQUE BVA,"€ 7 990,-",Pas d'information,94 300 km,Boîte automatique,06/2009,Essence,82 kW (111 CH),,
27,Renault Modus ,1.2 16v 75 eco2 Dynamique,"€ 6 000,-",Pas d'information,141 000 km,Boîte manuelle,05/2009,Essence,55 kW (75 CH),,
28,Renault Modus ,1.5 dci 80 Alize,"€ 2 300,-",Pas d'information,198 000 km,Boîte manuelle,01/2005,Diesel,60 kW (82 CH),,
