,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Mercedes-Benz B 200 ,Classe CDI Business,"€ 12 990,-",Pas d'information,64 900 km,Boîte manuelle,10/2015,Diesel,100 kW (136 CH),,
1,Mercedes-Benz B 180 ,Mercedes 1.5 180 D 115 PROGRESSIVE LINE,"€ 18 690,-",Bon prix,108 498 km,Boîte manuelle,10/2019,Diesel,86 kW (117 CH),,
2,Mercedes-Benz B 200 ,B200 136Ch phase 2 Clim Radar de recul Garantie 6m,"€ 4 990,-",Très bon prix,184 000 km,Boîte manuelle,05/2009,Diesel,101 kW (137 CH),,
3,Mercedes-Benz B 180 ,b180 cdi BOITE AUTO,"€ 4 990,-",Très bon prix,178 000 km,Boîte automatique,03/2006,Diesel,81 kW (110 CH),,
4,Mercedes-Benz B 180 ,180 136ch AMG Line Edition 7G-DCT 7cv,"€ 27 900,-",Pas d'information,39 297 km,- Boîte,08/2021,Essence,101 kW (137 CH),,
5,Mercedes-Benz B 200 ,200 AMG LINE 155CH BVA,,Très bon prix,61 846 km,Boîte automatique,12/2018,Essence,114 kW (155 CH),,
6,Mercedes-Benz B 180 ,180 CDI DESIGN,"€ 6 490,-",Bon prix,172 999 km,Boîte manuelle,11/2009,Diesel,81 kW (110 CH),,
7,Mercedes-Benz B 180 ,b180 cdi BOITE AUTO,"€ 4 990,-",Bon prix,187 000 km,Boîte automatique,05/2006,Diesel,81 kW (110 CH),,
8,Mercedes-Benz B 200 ,200d 150ch Progressive Line Edition 8G-DCT 7cv,"€ 27 499,-",Pas d'information,29 990 km,- Boîte,12/2019,Diesel,112 kW (152 CH),,
9,Mercedes-Benz B 200 ,Mercedes 200 cdi 140ch boîte automatique,"€ 5 990,-",Pas d'information,199 900 km,Boîte automatique,06/2006,Diesel,104 kW (141 CH),,
10,Mercedes-Benz B 200 ,200 156 CH FASCINATION 7G-DCT,"€ 18 490,-",Pas d'information,83 500 km,Boîte automatique,12/2015,Essence,- kW (- CH),,
11,Mercedes-Benz B 200 ,200 163ch AMG Line Edition 7G-DCT 9cv,"€ 28 900,-",Pas d'information,40 857 km,- Boîte,09/2020,Essence,122 kW (166 CH),,
12,Mercedes-Benz B 160 ,160 D 90CH FASCINATION,"€ 16 900,-",Pas d'information,71 069 km,Boîte manuelle,08/2017,Diesel,67 kW (91 CH),,
13,Mercedes-Benz B 200 ,200 163ch AMG Line Edition 7G-DCT 8cv,"€ 27 499,-",Pas d'information,24 701 km,- Boîte,08/2019,Essence,122 kW (166 CH),,
14,Mercedes-Benz B 180 ,Classe CDI Autotronic CVT,"€ 2 500,-",Pas d'information,184 000 km,Boîte automatique,05/2006,Diesel,80 kW (109 CH),,
15,Mercedes-Benz B 180 ,Classe CDI,"€ 700,-",Pas d'information,324 000 km,Boîte manuelle,01/2008,Diesel,80 kW (109 CH),,
16,Mercedes-Benz B 180 ,180 CDI SENSATION 7G-DCT,"€ 12 900,-",Très bon prix,128 958 km,Boîte automatique,05/2015,Diesel,81 kW (110 CH),,
17,Mercedes-Benz B 180 ,Classe d 7-G DCT Fascination,"€ 12 500,-",Très bon prix,131 666 km,Boîte automatique,05/2017,Diesel,80 kW (109 CH),,
18,Mercedes-Benz B 180 ,Fascination CDI,"€ 12 000,-",Très bon prix,120 000 km,Boîte automatique,05/2013,Diesel,80 kW (109 CH),,
19,Mercedes-Benz B 180 ,Classe BlueEFFICIENCY Classic,"€ 9 900,-",Très bon prix,89 200 km,Boîte manuelle,11/2012,Essence,90 kW (122 CH),,
20,Mercedes-Benz B 200 ,Classe CDI Business,,,,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
32,,,,,,,,,,,
33,,,,,,,,,,,
34,,,,,,,,,,,
35,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
38,,,,,,,,,,,
39,,,,,,,,,,,
40,Mercedes-Benz B 180 ,Classe Sensation,"€ 14 990,-",Très bon prix,48 573 km,Boîte manuelle,09/2017,Essence,90 kW (122 CH),,
41,Mercedes-Benz B 180 ,180 CDI 1.8 DESIGN 7G-DCT,"€ 11 900,-",Très bon prix,100 304 km,Boîte automatique,09/2013,Diesel,81 kW (110 CH),,
42,Mercedes-Benz B 180 ,Classe CDI Classic,"€ 8 800,-",Prix correct,180 000 km,Boîte manuelle,06/2013,Diesel,80 kW (109 CH),,
43,Mercedes-Benz B 180 ,Classe B 180 CDI BlueEFFICIENCY GPS 110ch,"€ 10 490,-",Prix correct,85 000 km,Boîte manuelle,06/2012,Diesel,80 kW (109 CH),,
44,Mercedes-Benz B 200 ,200d 150ch AMG Line Edition 8G-DCT 7cv,"€ 25 990,-",Pas d'information,72 515 km,- Boîte,10/2019,Diesel,112 kW (152 CH),,
45,Mercedes-Benz B 200 ,200d 136ch Inspiration,"€ 15 900,-",Bon prix,116 059 km,Boîte manuelle,11/2016,Diesel,101 kW (137 CH),,
46,Mercedes-Benz B 160 ,Pack AMG / Pack NIGHT / Black Edition / Carbone /,"€ 17 490,-",Pas d'information,85 000 km,Boîte automatique,01/2017,Essence,75 kW (102 CH),,
47,Mercedes-Benz B 180 ,180 136CH STYLE LINE,"€ 21 480,-",Bon prix,44 321 km,Boîte manuelle,06/2019,Essence,101 kW (137 CH),,
48,Mercedes-Benz B 180 ,Classe CDI Classic FAP,"€ 2 990,-",Bon prix,266 000 km,Boîte manuelle,11/2009,Diesel,80 kW (109 CH),,
49,Mercedes-Benz B 200 ,200 d 136 7G-DCT Amg Line,"€ 16 990,-",Prix correct,117 159 km,Boîte automatique,08/2018,Diesel,100 kW (136 CH),,
50,Mercedes-Benz B 200 ,d 7GTRONIC AMG FULL LED-NAVI-WIDESCREEN-PARKTRONIC,"€ 26 990,-",Prix correct,72 000 km,Boîte automatique,01/2020,Diesel,110 kW (150 CH),,
51,Mercedes-Benz B 180 ,Mercedes 1.5 180 CDI 109 ch INSPIRATION 7G-DCT BVA,"€ 14 990,-",Prix correct,84 961 km,Boîte automatique,10/2015,Diesel,81 kW (110 CH),,
52,Mercedes-Benz B 180 ,180D 116CH BUSINESS LINE 7G-DCT,"€ 21 990,-",Bon prix,81 250 km,Boîte automatique,06/2019,Diesel,86 kW (117 CH),,
53,Mercedes-Benz B 180 ,"CDI 109 Pack SPORT, CUIR,NAVI,LED,BI-XENON",,Très bon prix,138 000 km,Boîte manuelle,06/2014,Diesel,80 kW (109 CH),,
54,Mercedes-Benz B 180 ,d STYLE EDITION PACK - NAVI - LEDER - KEYLESS ENTR,"€ 15 995,-",Prix correct,72 735 km,Boîte manuelle,06/2017,Diesel,80 kW (109 CH),,
55,Mercedes-Benz B 180 ,Classe CDI BlueEFFICIENCY Sport,"€ 11 490,-",Pas d'information,148 031 km,Boîte manuelle,07/2013,Diesel,80 kW (109 CH),,
56,Mercedes-Benz B 180 ,Classe CDI Sport,"€ 10 350,-",Bon prix,138 000 km,Boîte manuelle,10/2013,Diesel,80 kW (109 CH),,
57,Mercedes-Benz B 200 ,200d 136ch Sensation 7G-DCT Euro6c,"€ 20 900,-",Pas d'information,61 400 km,- Boîte,05/2019,Diesel,101 kW (137 CH),,
58,Mercedes-Benz B 200 ,200 156CH SENSATION 7G-DCT,"€ 16 890,-",Très bon prix,92 170 km,Boîte automatique,12/2016,Essence,116 kW (158 CH),,
59,Mercedes-Benz B 200 ,Classe d 7G-DCT Business Edition,"€ 19 000,-",Très bon prix,51 000 km,Boîte automatique,09/2018,Diesel,100 kW (136 CH),,
60,Mercedes-Benz B 180 ,180 D 109CH BLUEEFFICIENCY BUSINESS EDITION,"€ 14 490,-",Très bon prix,103 082 km,Boîte manuelle,02/2018,Diesel,81 kW (110 CH),,
61,Mercedes-Benz B 180 ,CLASSE B 180D 7G-DCT PROGRESSIVE LINE,"€ 20 990,-",Bon prix,95 683 km,Boîte automatique,04/2019,Diesel,85 kW (116 CH),,
62,Mercedes-Benz B 180 ,180 CDI SPORT,"€ 4 780,-",Bon prix,219 773 km,Boîte manuelle,01/2009,Diesel,81 kW (110 CH),,
63,Mercedes-Benz B 180 ,d Style *TOIT PANO-NAVI-CAMERA DE RECUL-CRUISE*,"€ 17 290,-",Prix correct,57 000 km,Boîte manuelle,05/2017,Diesel,80 kW (109 CH),,
64,Mercedes-Benz B 180 ,180d 116ch AMG Line Edition 7G-DCT,"€ 24 990,-",Pas d'information,51 060 km,- Boîte,08/2020,Diesel,87 kW (118 CH),,
65,Mercedes-Benz B 180 ,classe CDI Pack Design,"€ 10 990,-",Pas d'information,75 500 km,Boîte manuelle,01/2006,Diesel,- kW (- CH),,
66,Mercedes-Benz B 200 ,200D 136CH FASCINATION 4MATIC 7G-DCT EURO6C,"€ 21 500,-",Pas d'information,79 850 km,- Boîte,09/2018,Diesel,101 kW (137 CH),,
