,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Renault Twizy ,80,"€ 4 900,-",Pas d'information,18 000 km,Boîte automatique,06/2012,Electrique,1 kW (1 CH),,
1,Renault Twizy ,LIFE,"€ 4 990,-",Pas d'information,27 750 km,Boîte automatique,02/2016,Electrique,- kW (- CH),,
2,Renault Twizy ,Intens 45,"€ 8 990,-",Pas d'information,7 538 km,Boîte automatique,07/2022,Electrique,- kW (- CH),,
3,Renault Twizy ,45 INTENS BLANC,"€ 7 480,-",Pas d'information,17 000 km,Boîte automatique,09/2020,Electrique,4 kW (5 CH),,
4,Renault Twizy ,45 INTENS BLANC,"€ 7 480,-",Pas d'information,17 000 km,Boîte automatique,09/2020,Electrique,4 kW (5 CH),,
5,Renault Twizy ,Intens 45,"€ 10 799,-",Pas d'information,1 227 km,Boîte automatique,01/2023,Electrique,- kW (- CH),,
6,Renault Twizy ,,"€ 7 500,-",Pas d'information,555 km,- Boîte,05/2012,Electrique,13 kW (18 CH),,
7,Renault Twizy ,45 ELECTRIQUE 4KW BOITE AUTOMATIQUE,"€ 9 890,-",Pas d'information,8 200 km,Boîte automatique,02/2020,Electrique,- kW (- CH),,
