,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Volvo XC60 ,T6 304 AWD R-DESIGN GEARTRONIC 8 CRIT'AIR 1 5 CYLI,"€ 25 500,-",Bon prix,79 960 km,Boîte automatique,03/2015,Essence,224 kW (305 CH),,
1,Volvo XC60 ,2.4 TD - 20V L5 TURBO,"€ 9 990,-",Très bon prix,171 894 km,Boîte manuelle,02/2010,Diesel,129 kW (175 CH),,
2,Volvo XC60 ,D4 190ch Signature Edition Geartronic,"€ 21 999,-",Très bon prix,134 480 km,Boîte automatique,05/2017,Diesel,142 kW (193 CH),,
3,Volvo XC60 ,B4 (Diesel) 197 ch Geartronic 8 Momentum Business,"€ 38 900,-",Très bon prix,39 624 km,Boîte automatique,10/2021,Diesel,145 kW (197 CH),,
4,Volvo XC60 ,B4 AdBlue 197ch R-Design Geartronic,"€ 29 499,-",Pas d'information,155 106 km,Boîte automatique,10/2021,Électrique/Diesel,- kW (- CH),,
5,Volvo XC60 ,T8 Twin Engine 303 ch + 87 ch Geartronic 8 Inscrip,"€ 35 900,-",Très bon prix,92 898 km,Boîte automatique,05/2018,Autres,224 kW (305 CH),,
6,Volvo XC60 ,B4 (Diesel) 197 ch Geartronic 8 R-Design,"€ 38 490,-",Prix correct,69 560 km,Boîte automatique,12/2020,Diesel,145 kW (197 CH),,
7,Volvo XC60 ,D4 AdBlue 190 ch Geartronic 8 Inscription Luxe,"€ 38 490,-",Pas d'information,59 637 km,Boîte automatique,10/2019,Diesel,140 kW (190 CH),,
8,Volvo XC60 ,T8 TWIN ENGINE 303 + 87CH BUSINESS EXECUTIVE GEART,"€ 35 900,-",Bon prix,61 500 km,Semi-automatique,01/2019,Électrique/Essence,226 kW (307 CH),,
9,Volvo XC60 ,D3 DRIVE 2.0 TDI SUMMUM 163,"€ 13 990,-",Bon prix,141 142 km,Boîte manuelle,12/2011,Diesel,120 kW (163 CH),,
10,Volvo XC60 ,B4 AdBlue 197ch Plus Style Dark Geartronic,"€ 43 799,-",Pas d'information,51 500 km,Boîte automatique,06/2022,Électrique/Diesel,- kW (- CH),,
11,Volvo XC60 ,D4 AdBlue 190ch Inscription Geartronic Siege chauf,"€ 34 999,-",Bon prix,77 500 km,Boîte automatique,02/2019,Diesel,142 kW (193 CH),,
12,Volvo XC60 ,T6 AWD 253 + 87CH BUSINESS EXECUTIVE GEARTRONIC,"€ 38 960,-",Bon prix,40 000 km,Semi-automatique,11/2020,Électrique/Essence,189 kW (257 CH),,
13,Volvo XC60 ,D4 AdBlue 190 ch Geartronic 8 Inscription Luxe,,Prix correct,41 500 km,Boîte automatique,02/2020,Diesel,140 kW (190 CH),,
14,Volvo XC60 ,B4 197CH ULTIMATE STYLE DARK GEARTRONIC,"€ 39 990,-",Très bon prix,56 380 km,Semi-automatique,07/2022,Diesel,147 kW (200 CH),,
15,Volvo XC60 ,D4 AdBlue 190 ch Geartronic 8 Inscription Luxe,"€ 36 889,-",Pas d'information,73 189 km,Boîte automatique,10/2019,Diesel,140 kW (190 CH),,
16,Volvo XC60 ,B4 AdBlue 197ch Ultimate Style Chrome Geartronic,"€ 49 299,-",Pas d'information,48 559 km,Boîte automatique,09/2022,Électrique/Diesel,- kW (- CH),,
17,Volvo XC60 ,B4 ADBLUE AWD 197CH BUSINESS EXECUTIVE GEARTRONIC,"€ 38 990,-",Prix correct,31 745 km,Boîte automatique,09/2019,Électrique/Essence,147 kW (200 CH),,
18,Volvo XC60 ,D4 AdBlue 190ch Inscription Luxe Geartronic,"€ 37 998,-",Pas d'information,59 950 km,Boîte automatique,06/2019,Diesel,142 kW (193 CH),,
19,Volvo XC60 ,B4 AWD 197 ch Geartronic 8 Inscription,"€ 37 490,-",Pas d'information,107 462 km,Boîte automatique,06/2020,Diesel,145 kW (197 CH),,
20,Volvo XC60 ,T6 304 AWD R-DESIGN GEARTRONIC 8 CRIT'AIR 1 5 CYLI,"€ 25 500,-",Bon prix,79 960 km,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
32,,,,,,,,,,,
33,,,,,,,,,,,
34,,,,,,,,,,,
35,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
38,,,,,,,,,,,
39,,,,,,,,,,,
40,,,,,,,,,,,
41,,,,,,,,,,,
42,,,,,,,,,,,
