,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Renault Latitude ,dCi 150 FAP Business,"€ 6 190,-",Pas d'information,178 500 km,Boîte manuelle,04/2012,Diesel,110 kW (150 CH),,
1,Renault Latitude ,2.0d - GPS - Airco - Leder - PDC- Goede staat,"€ 4 990,-",Pas d'information,212 469 km,Boîte manuelle,06/2011,Diesel,110 kW (150 CH),,
2,Renault Latitude ,dCi 150 FAP Initiale,"€ 12 500,-",Pas d'information,124 829 km,Boîte manuelle,02/2011,Diesel,110 kW (150 CH),,
