,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Hyundai iX35 ,1.7 CRDI 115 PACK EDITION BVM,"€ 11 790,-",Pas d'information,79 200 km,Boîte manuelle,08/2011,Diesel,85 kW (116 CH),,
1,Hyundai iX35 ,1.7 CRDI - 115 Blue Drive IX35 Go! Plus,"€ 10 990,-",Bon prix,157 000 km,Boîte manuelle,02/2015,Diesel,85 kW (116 CH),,
2,Hyundai iX35 ,1.7 CRDi 115 2WD Blue Drive Go! Brasil Navi,"€ 13 980,-",Pas d'information,92 917 km,Boîte manuelle,04/2015,Diesel,85 kW (116 CH),,
3,Hyundai iX35 ,1.6i 2WD// 2011// 98.000km// AirCo// Capteurs//,"€ 5 500,-",Pas d'information,98 000 km,Boîte manuelle,03/2011,Essence,100 kW (136 CH),,
4,Hyundai iX35 ,2.0 CRDi 136cv 4X4 Pack Edition 4WD,"€ 7 990,-",Bon prix,185 274 km,Boîte manuelle,11/2011,Diesel,100 kW (136 CH),,
5,Hyundai iX35 ,IX 35 1.7 CRDi 115CH BVM6 PREMIUM 171Mkms 04-2014,"€ 8 990,-",Prix correct,171 000 km,Boîte manuelle,04/2014,Diesel,85 kW (116 CH),,
6,Hyundai iX35 ,1.6 GDi 135 2WD Blue Drive Pack Confort,"€ 9 000,-",Bon prix,152 000 km,Boîte manuelle,05/2013,Essence,99 kW (135 CH),,
7,Hyundai iX35 ,édition Coupe du Monde de la FIFA 2WD,"€ 14 990,-",Prix correct,27 707 km,Boîte manuelle,09/2015,Essence,99 kW (135 CH),,
8,Hyundai iX35 ,1.6 GDi 135 2WD Blue Drive Pack Confort,"€ 6 900,-",Très bon prix,180 000 km,Boîte manuelle,11/2012,Essence,99 kW (135 CH),,
9,Hyundai iX35 ,1.7 CRDi 115CV 140000/Cuir/GPS/Caméra,"€ 9 690,-",Prix correct,140 000 km,Boîte manuelle,04/2013,Diesel,85 kW (116 CH),,
10,Hyundai iX35 ,2.0 CRDi 136 4WD Premium Limited 2,"€ 8 990,-",Prix correct,168 000 km,Boîte manuelle,09/2011,Diesel,100 kW (136 CH),,
11,Hyundai iX35 ,1.7 crdi 115ch pack premium bvm6,"€ 9 900,-",Pas d'information,129 200 km,Boîte manuelle,01/2012,Diesel,- kW (- CH),,
12,Hyundai iX35 ,Style,"€ 24 700,-",Pas d'information,10 km,Boîte manuelle,- (Année),Diesel,103 kW (140 CH),,
13,Hyundai iX35 ,1.7 CRDi 115 2WD Blue Drive Go! Navi,"€ 10 899,-",Bon prix,156 000 km,Boîte manuelle,02/2015,Diesel,85 kW (116 CH),,
14,Hyundai iX35 ,1.7 CRDI 115CH CREATIVE BLUE DRIVE,"€ 10 990,-",Bon prix,132 000 km,Boîte manuelle,06/2015,Diesel,86 kW (117 CH),,
15,Hyundai iX35 ,2.0 CRDi 136 4WD Pack Premium,"€ 11 600,-",Bon prix,119 061 km,Boîte manuelle,02/2014,Diesel,100 kW (136 CH),,
16,Hyundai iX35 ,2.0 CRDi 136 4WD Pack Premium Limited,"€ 9 990,-",Bon prix,141 300 km,Boîte manuelle,10/2013,Diesel,100 kW (136 CH),,
17,Hyundai iX35 ,N/A 2.0 CRDi 136 Premium,"€ 11 990,-",Prix correct,115 674 km,Boîte manuelle,06/2015,Diesel,100 kW (136 CH),,
18,Hyundai iX35 ,2.0 CRDi 136 4WD Pack Edition,"€ 7 400,-",Pas d'information,194 475 km,Boîte manuelle,06/2010,Diesel,100 kW (136 CH),,
19,Hyundai iX35 ,2.0 CRDi 184 4WD Pack Premium A,"€ 11 990,-",Pas d'information,124 544 km,- Boîte,01/2012,Diesel,- kW (- CH),,
20,Hyundai iX35 ,2.0 CRDi 136 2WD Pack Premium,"€ 10 000,-",Pas d'information,186 000 km,Boîte manuelle,11/2012,Diesel,100 kW (136 CH),,
21,Hyundai iX35 ,2.0 CRDi 136 4WD Pack Edition,"€ 9 300,-",Pas d'information,179 833 km,Boîte manuelle,06/2013,Diesel,100 kW (136 CH),,
22,Hyundai iX35 ,1.7 CRDi115 Pack Inventive Lted Blue Drive,"€ 17 990,-",Pas d'information,75 912 km,Boîte manuelle,01/2013,Diesel,- kW (- CH),,
23,Hyundai iX35 ,1.7 CRDi Pack Premium Limited,"€ 18 990,-",Pas d'information,48 150 km,Boîte manuelle,01/2013,Diesel,- kW (- CH),,
