,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Mazda CX-5 ,2.2 SKYACTIV-D 150 Dynamique 4x2 BVA,"€ 17 999,-",Bon prix,112 301 km,Boîte automatique,02/2017,Diesel,112 kW (152 CH),,
1,Mazda CX-5 ,2.2 SKYACTIV-D 150 Dynamique 4x2,"€ 15 299,-",Pas d'information,105 882 km,Boîte manuelle,07/2016,Diesel,- kW (- CH),,
2,Mazda CX-5 ,Skyactiv-D 2.2 TD 16V 150 ch Elegance,"€ 11 890,-",Prix correct,155 000 km,Boîte manuelle,05/2014,Diesel,110 kW (150 CH),,
3,Mazda CX-5 ,2.2 SKY-D 2WD Skycruise /129.875 km /Garantie 1 an,"€ 16 900,-",Très bon prix,129 875 km,Boîte manuelle,02/2019,Diesel,110 kW (150 CH),,
4,Mazda CX-5 ,2.5i SKYACTIV-G 4WD Skycruise / AUTO / CAMERA,"€ 21 950,-",Prix correct,47 977 km,Boîte automatique,01/2018,Essence,141 kW (192 CH),,
5,Mazda CX-5 ,2.2L Skyactiv-D 150 ch 4x2 Elegance,"€ 14 990,-",Très bon prix,141 000 km,Boîte manuelle,11/2018,Diesel,110 kW (150 CH),,
6,Mazda CX-5 ,2.0L Skyactiv-G 165 ch 4x2 BVA6 Dynamique,"€ 21 500,-",Prix correct,85 100 km,Boîte automatique,08/2019,Essence,121 kW (165 CH),,
7,Mazda CX-5 ,2.2L Skyactiv-D 150 ch 4x2 Dynamique Plus,"€ 16 900,-",Pas d'information,68 000 km,Boîte manuelle,02/2017,Diesel,147 kW (200 CH),,
8,Mazda CX-5 ,2.2 SKYACTIV-D 150 DYNAMIQUE 4X2,"€ 6 990,-",Très bon prix,226 283 km,Boîte manuelle,03/2014,Diesel,112 kW (152 CH),,
9,Mazda CX-5 ,*2.0i*SKY-G-4WD-SKYCRUISE-TAKUMI*1-PROP*TVA-21%*,"€ 25 990,-",Prix correct,78 000 km,Boîte automatique,07/2020,Essence,120 kW (163 CH),,
10,Mazda CX-5 ,2.0 SKYACTIV-G 165 Sélection 4x2 BVA Euro6d-T,"€ 21 790,-",Bon prix,74 797 km,Boîte automatique,12/2018,Essence,123 kW (167 CH),,
11,Mazda CX-5 ,2.2 SKYACTIV-D 150 DYNAMIQUE 4X4 BVA,"€ 12 880,-",Prix correct,151 553 km,Boîte automatique,06/2014,Diesel,112 kW (152 CH),,
12,Mazda CX-5 ,2.0i e-SKYACTIV-G MHE 2WD Center-Line,"€ 29 900,-",Bon prix,2 000 km,Boîte manuelle,04/2024,Essence,120 kW (163 CH),,
13,Mazda CX-5 ,2.2L Skyactiv-D 150 ch 4x2 Dynamique,"€ 13 990,-",Prix correct,108 000 km,Boîte manuelle,12/2016,Diesel,110 kW (150 CH),,
14,Mazda CX-5 ,2.0 SKYACTIV-G 165 DYNAMIQUE 2,"€ 25 980,-",Pas d'information,33 000 km,Boîte manuelle,01/2019,Essence,- kW (- CH),,
15,Mazda CX-5 ,2.2 Skyactiv-D 150 Dynamique,"€ 13 490,-",Pas d'information,129 613 km,Boîte manuelle,08/2015,Diesel,110 kW (150 CH),,
16,Mazda CX-5 ,2.2 SKYACTIV-D 150 KURO EDITION 4X2 EURO6D-T,"€ 28 990,-",Bon prix,13 500 km,Boîte manuelle,02/2021,Diesel,112 kW (152 CH),,
17,Mazda CX-5 ,2.2 SKYACTIV-D 184 Sélection 4x4 Euro6d-T,"€ 24 990,-",Prix correct,54 132 km,Boîte manuelle,08/2019,Diesel,137 kW (186 CH),,
18,Mazda CX-5 ,CX-5 2.0L E-SA G 165 CH BVM6 HOMURA,"€ 42 500,-",Très bon prix,10 km,Boîte manuelle,09/2023,Essence,165 kW (224 CH),,
19,Mazda CX-5 ,2.0i e-SKYACTIV-G MHE 2WD Advantage,"€ 31 900,-",Bon prix,5 500 km,Boîte manuelle,03/2024,Essence,120 kW (163 CH),,
20,Mazda CX-5 ,,,,,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
32,,,,,,,,,,,
33,,,,,,,,,,,
34,,,,,,,,,,,
35,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
38,,,,,,,,,,,
39,,,,,,,,,,,
40,Mazda CX-5 ,2.2L Skyactiv-D 175 Selection 4x4 A,"€ 19 990,-",Pas d'information,89 630 km,Boîte automatique,09/2016,Diesel,129 kW (175 CH),,
41,Mazda CX-5 ,2.2d NAVI PDC ALU,"€ 19 990,-",Pas d'information,80 898 km,Boîte manuelle,02/2016,Diesel,110 kW (150 CH),,
42,Mazda CX-5 ,2.2L Skyactiv-D 150 ch 4x4 BVA6 Dynamique,"€ 19 590,-",Pas d'information,48 100 km,- Boîte,02/2016,Diesel,- kW (- CH),,
43,Mazda CX-5 ,2.2L Skyactiv-D 150 Harmonie 4x2,"€ 13 500,-",Prix correct,191 000 km,Boîte automatique,04/2014,Diesel,110 kW (150 CH),,
44,Mazda CX-5 ,CX-5 2.2L Skyactiv-D 150 ch 4x2,"€ 25 990,-",Pas d'information,30 514 km,Boîte manuelle,07/2020,Diesel,- kW (- CH),,
45,Mazda CX-5 ,2.2 SKYACTIV-D 184ch Homura BVA 2022,"€ 37 800,-",Pas d'information,16 540 km,Boîte automatique,12/2021,Diesel,137 kW (186 CH),,
46,Mazda CX-5 ,takumi 2.2 skya-d 184ch ba6,"€ 44 990,-",Pas d'information,5 000 km,Boîte automatique,09/2022,Diesel,- kW (- CH),,
