,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Dacia Lodgy ,1.5 DCI 110 cv FAP 7 places Stepway,"€ 16 890,-",Pas d'information,1 km,Boîte manuelle,- (Année),Diesel,81 kW (110 CH),,
1,Dacia Lodgy ,1.5 dCi Ambiance 5pl*EURO5,"€ 3 600,-",Pas d'information,162 433 km,Boîte manuelle,09/2012,Diesel,66 kW (90 CH),,
2,Dacia Lodgy ,1.6 SCE 100 Ch CLIM / BLUETOOTH,"€ 9 990,-",Très bon prix,79 000 km,Boîte manuelle,01/2019,Essence,74 kW (101 CH),,
3,Dacia Lodgy ,1.5 Blue dCi 115ch Stepway 7 places - 20,"€ 17 900,-",Pas d'information,56 559 km,Boîte manuelle,06/2020,Diesel,86 kW (117 CH),,
4,Dacia Lodgy ,1.5 Blue dCi 115ch Stepway 5 places - 20,"€ 15 799,-",Pas d'information,68 133 km,Boîte manuelle,06/2020,Diesel,- kW (- CH),,
5,Dacia Lodgy ,1.5 Blue dCi 115ch 15 ans 5 places - 20,"€ 15 499,-",Pas d'information,54 730 km,Boîte manuelle,12/2020,Diesel,- kW (- CH),,
6,Dacia Lodgy ,STEPWAY 1.5 DCI 115,"€ 15 490,-",Bon prix,52 500 km,Boîte manuelle,01/2020,Diesel,85 kW (116 CH),,
7,Dacia Lodgy ,1.2 TCe 115 5 places Black Line,"€ 5 999,-",Prix correct,158 000 km,Boîte manuelle,06/2013,Essence,86 kW (117 CH),,
8,Dacia Lodgy ,1.6 ECO-G 100CH ESSENTIEL 7 PLACES - 20,"€ 14 990,-",Bon prix,12 723 km,Boîte manuelle,11/2020,GPL,81 kW (110 CH),,
9,Dacia Lodgy ,1.5 DCI 90Ch LAUREATE,"€ 7 900,-",Prix correct,112 900 km,Boîte manuelle,10/2012,Diesel,66 kW (90 CH),,
10,Dacia Lodgy ,TCe 115 7 places Stepway,"€ 8 999,-",Prix correct,95 000 km,Boîte manuelle,11/2015,Essence,86 kW (117 CH),,
11,Dacia Lodgy ,1.5 dci 110 Stepway 7PL,"€ 9 990,-",Bon prix,114 102 km,Boîte manuelle,04/2016,Diesel,81 kW (110 CH),,
12,Dacia Lodgy ,1.3 TCe 130ch FAP 15 ans 7 places - 20,"€ 16 799,-",Pas d'information,26 511 km,Boîte manuelle,10/2020,Essence,- kW (- CH),,
13,Dacia Lodgy ,1.5 Blue dCi 115ch Stepway 7 places,"€ 13 799,-",Pas d'information,104 857 km,Boîte manuelle,12/2019,Diesel,- kW (- CH),,
14,Dacia Lodgy ,1.5 dCi 110ch Stepway 7 places,"€ 13 999,-",Pas d'information,79 709 km,Boîte manuelle,05/2018,Diesel,81 kW (110 CH),,
15,Dacia Lodgy ,1.5 dCI 110ch 7 places Prestige,"€ 8 900,-",Pas d'information,116 000 km,Boîte manuelle,06/2012,Diesel,81 kW (110 CH),,
16,Dacia Lodgy ,TCe 115 7 places Stepway 123.000 km,"€ 8 499,-",Prix correct,123 000 km,Boîte manuelle,09/2015,Essence,86 kW (117 CH),,
17,Dacia Lodgy ,1.2 TCe 115 5 places Lauréate,"€ 6 300,-",Pas d'information,150 000 km,Boîte manuelle,12/2012,Essence,85 kW (116 CH),,
18,Dacia Lodgy ,1.2 TCe 115ch Silver Line 7 places,"€ 7 499,-",Prix correct,139 400 km,Boîte manuelle,11/2014,Essence,86 kW (117 CH),,
19,Dacia Lodgy ,1.5 Blue dCi 115ch 15 ans 7 places E6D-Full,"€ 17 499,-",Bon prix,38 718 km,Boîte manuelle,12/2021,Diesel,86 kW (117 CH),,
20,Dacia Lodgy ,,,,,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
32,,,,,,,,,,,
33,,,,,,,,,,,
34,,,,,,,,,,,
35,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
38,,,,,,,,,,,
39,,,,,,,,,,,
40,Dacia Lodgy ,BLUE DCI 95 7 PLACES,"€ 12 690,-",Pas d'information,95 273 km,- Boîte,10/2018,- Carburant,- kW (- CH),,
41,Dacia Lodgy ,1.5 Blue dCi 115ch 15 ans 7 places - 20,"€ 19 999,-",Pas d'information,32 208 km,Boîte manuelle,02/2022,Diesel,- kW (- CH),,
42,Dacia Lodgy ,1.5 DCI 110CH ECO² PRESTIGE 7 PLACES,"€ 9 990,-",Pas d'information,156 742 km,Boîte manuelle,07/2012,Diesel,80 kW (109 CH),,
43,Dacia Lodgy ,1.5 Blue dCi 115ch Stepway 5 places,"€ 16 299,-",Pas d'information,50 296 km,Boîte manuelle,12/2019,Diesel,- kW (- CH),,
44,Dacia Lodgy ,1.5 Blue dCi 115ch Stepway 7 places,"€ 18 499,-",Pas d'information,25 682 km,Boîte manuelle,06/2021,Diesel,- kW (- CH),,
45,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
46,Dacia Lodgy ,1.5 Dci 110Ch Stepway 7 Places,"€ 11 990,-",Pas d'information,108 000 km,Boîte manuelle,05/2016,Diesel,81 kW (110 CH),,
47,Dacia Lodgy ,1.5 Blue dCi 115ch 15 ans 7 places E6D-Full,"€ 18 499,-",Pas d'information,36 010 km,Boîte manuelle,02/2022,Diesel,- kW (- CH),,
48,Dacia Lodgy ,1.5 Blue dCi 115ch Stepway 7 places E6D-Full,"€ 17 999,-",Pas d'information,44 212 km,Boîte manuelle,12/2021,Diesel,- kW (- CH),,
49,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Bon prix,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
50,Dacia Lodgy ,1.5 Blue dCi 115ch Stepway 7 places,"€ 13 499,-",Pas d'information,104 230 km,Boîte manuelle,12/2018,Diesel,- kW (- CH),,
51,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 790,-",Bon prix,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
52,Dacia Lodgy ,dCI 90 5 places Silver Line,"€ 10 990,-",Pas d'information,117 206 km,Boîte manuelle,05/2017,Diesel,66 kW (90 CH),,
53,Dacia Lodgy ,1.5 DCI 90CH ECO² LAUREATE 7 PLACES,"€ 9 490,-",Prix correct,158 232 km,Boîte manuelle,07/2012,Diesel,67 kW (91 CH),,
54,Dacia Lodgy ,dCI 110 5 places Silver Line,"€ 11 490,-",Bon prix,84 000 km,Boîte manuelle,08/2017,Diesel,81 kW (110 CH),,
55,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
56,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 790,-",Bon prix,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
57,Dacia Lodgy ,1.5 dCi Laureate 7pl.*AIRCO*GPS*BLEUTOOTH*GARANTIE,"€ 7 450,-",Pas d'information,195 000 km,Boîte manuelle,04/2015,Diesel,66 kW (90 CH),,
58,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Bon prix,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
59,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Bon prix,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
60,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
61,Dacia Lodgy ,1.5 dCI 110 FAP 7 places Lauréate,"€ 16 760,-",Pas d'information,25 200 km,Boîte manuelle,01/2013,Diesel,81 kW (110 CH),,
62,Dacia Lodgy ,1.2 TCE 115CH STEPWAY 7 PLACES,"€ 10 890,-",Prix correct,110 900 km,Boîte manuelle,04/2017,Essence,86 kW (117 CH),,
63,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
64,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
65,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
66,Dacia Lodgy ,1.5 dCI 110 7 places Silver Line,"€ 10 990,-",Pas d'information,110 000 km,Boîte manuelle,04/2015,Diesel,81 kW (110 CH),,
67,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
68,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Bon prix,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
69,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Bon prix,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
70,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
71,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
72,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
73,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
74,Dacia Lodgy ,7 Places Stepway Blue dCi 115,"€ 22 990,-",Prix correct,10 km,Boîte manuelle,06/2022,Diesel,85 kW (116 CH),,
75,Dacia Lodgy ,1.5 dci 115ch stepway 15 ans 7 places,"€ 22 890,-",Pas d'information,10 km,Boîte manuelle,06/2022,Diesel,- kW (- CH),,
