,model_name,extended_name,price,price_judgement,kilometers,transmission,release_date,fuel,power,owner,owner_adress
0,Mitsubishi Lancer ,EVO VIII 2.0T,"€ 36 000,-",Pas d'information,100 521 km,Boîte manuelle,04/2004,Essence,198 kW (269 CH),,
1,Mitsubishi Lancer ,Evolution 6,"€ 97 000,-",Pas d'information,120 000 km,Boîte manuelle,01/1999,Essence,530 kW (721 CH),,
2,Mitsubishi Lancer ,GSR Evolution 9,"€ 44 000,-",Pas d'information,114 998 km,Boîte manuelle,03/2005,Essence,206 kW (280 CH),,
3,Mitsubishi Lancer ,2.0 D//BLEUTOOTH/AIRCO/JANTES/GARANTIE 12 MOIS,"€ 4 950,-",Pas d'information,195 000 km,Boîte manuelle,06/2010,Diesel,103 kW (140 CH),,
4,Mitsubishi Lancer ,Evolution 2.0 Turbo GSR 370 ch,"€ 35 990,-",Pas d'information,87 600 km,Boîte manuelle,03/2009,Essence,272 kW (370 CH),,
5,Mitsubishi Lancer ,EVO 10 NEW GSR AWD 1 HAND LUX AUTO CUIR NAVI,"€ 44 900,-",Pas d'information,64 900 km,Boîte automatique,06/2012,Essence,217 kW (295 CH),,
6,Mitsubishi Lancer ,Sportback 1.8 DI-D Invite Edition ClearTec,"€ 3 700,-",Pas d'information,230 000 km,Boîte manuelle,09/2010,Diesel,85 kW (116 CH),,
7,Mitsubishi Lancer ,Evo 8 LHD - ex recce car PH SPORT,"€ 42 000,-",Pas d'information,91 500 km,Boîte manuelle,09/2004,Essence,195 kW (265 CH),,
8,Mitsubishi Lancer ,Evolution 6,"€ 80 000,-",Pas d'information,160 000 km,Boîte manuelle,01/1999,Essence,346 kW (470 CH),,
9,Mitsubishi Lancer ,2.0 16V MIVEC Evolution MR,"€ 39 900,-",Pas d'information,72 000 km,Boîte automatique,09/2012,Essence,217 kW (295 CH),,
